region,province,daire,type,parti,candidat,voix,sieges
"طنجة- تطوان -الحسيمة","الحسيمة","الحسيمة","محلية","حزب الاستقلال","نور الدين مضيان","22902","1"
"طنجة- تطوان -الحسيمة","الحسيمة","الحسيمة","محلية","حزب التجمع الوطني للأحرار","بوطاهر البوطاهري","19346","1"
"طنجة- تطوان -الحسيمة","الحسيمة","الحسيمة","محلية","حزب الأصالة والمعاصرة","محمد الحموتي","14635","1"
"طنجة- تطوان -الحسيمة","الحسيمة","الحسيمة","محلية","حزب الحركة الشعبية","محمد الاعرج","14190","1"
"طنجة- تطوان -الحسيمة","الحسيمة","الحسيمة","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","عبد الحق امغار","13702",""
"طنجة- تطوان -الحسيمة","الحسيمة","الحسيمة","محلية","حزب الاتحاد الدستوري","عصام الخمليشي","11457",""
"طنجة- تطوان -الحسيمة","الحسيمة","الحسيمة","محلية","حزب التقدم والاشتراكية","عبد السلام رماش","4426",""
"طنجة- تطوان -الحسيمة","الحسيمة","الحسيمة","محلية","حزب العدالة والتنمية","نبيل الاندلوسي","1137",""
"طنجة- تطوان -الحسيمة","الحسيمة","الحسيمة","محلية","حزب جبهة القوى الديمقراطية","المصطفى بودواح","957",""
"طنجة- تطوان -الحسيمة","الحسيمة","الحسيمة","محلية","الحزب الاشتراكي الموحد","احمد العزوزي","820",""
"طنجة- تطوان -الحسيمة","الحسيمة","الحسيمة","محلية","حزب الخضر المغربي","سعيد الصابري","329",""
"طنجة- تطوان -الحسيمة","الحسيمة","الحسيمة","محلية","حزب الديمقراطيين الجدد","منير اولاد عبد النبي","316",""
"طنجة- تطوان -الحسيمة","الحسيمة","الحسيمة","محلية","الحزب المغربي الحر","كريم الشريف","160",""
"طنجة- تطوان -الحسيمة","الحسيمة","الحسيمة","محلية","حزب الإصلاح والتنمية","المصطفى ابراهمي","159",""
"فاس- مكناس","تازة","تازة","محلية","حزب الأصالة والمعاصرة","عبد الواحد المسعودي","27665","1"
"فاس- مكناس","تازة","تازة","محلية","حزب التجمع الوطني للأحرار","خليل الصديقي","25146","1"
"فاس- مكناس","تازة","تازة","محلية","حزب الحركة الشعبية","عبد المجيد بن كمرة","18370","1"
"فاس- مكناس","تازة","تازة","محلية","حزب الاستقلال","منير شنتير","17962","1"
"فاس- مكناس","تازة","تازة","محلية","حزب التقدم والاشتراكية","احمد العبادي","15648","1"
"فاس- مكناس","تازة","تازة","محلية","حزب الاتحاد الدستوري","محمد امغار","10369",""
"فاس- مكناس","تازة","تازة","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","حافظ بن كمرة","5821",""
"فاس- مكناس","تازة","تازة","محلية","حزب جبهة القوى الديمقراطية","ابراهيم البزيزي","5260",""
"فاس- مكناس","تازة","تازة","محلية","تحالف فيدرالية اليسار ","عبد الخالق القروطي","5238",""
"فاس- مكناس","تازة","تازة","محلية","حزب الديمقراطيين الجدد","احمد لزعر","2972",""
"فاس- مكناس","تازة","تازة","محلية","حزب العدالة والتنمية","جمال مسعودي","2545",""
"فاس- مكناس","تازة","تازة","محلية","الحزب الاشتراكي الموحد","حفيظ بن اعميرة","1185",""
"فاس- مكناس","تازة","تازة","محلية","الحزب الديمقراطي الوطني","محمد منصوري","1103",""
"فاس- مكناس","تازة","تازة","محلية","حزب النهضة","سعيد الغنيوي","935",""
"فاس- مكناس","تازة","تازة","محلية","حزب الوسط الاجتماعي","رشيد البورقادي الادريسي","670",""
"فاس- مكناس","تازة","تازة","محلية","حزب الخضر المغربي","يونس اصدور","264",""
"فاس- مكناس","تازة","تازة","محلية","حزب المجتمع الديمقراطي","بدر النويصر","259",""
"فاس- مكناس","تازة","تازة","محلية","حزب الحرية والعدالة الاجتماعية","ميصر زيزبة","62",""
"فاس- مكناس","تازة","تازة","محلية","حزب الشورى والاستقلال","ربيع  لحسيني ","33",""
"فاس- مكناس","تاونات","تاونات - تيسة","محلية","حزب التجمع الوطني للأحرار","بوشتى بوصف","39235","1"
"فاس- مكناس","تاونات","تاونات - تيسة","محلية","حزب الأصالة والمعاصرة","عبد اللطيف الفويقر","23819","1"
"فاس- مكناس","تاونات","تاونات - تيسة","محلية","حزب التقدم والاشتراكية","عبد الله الادريسي البوزيدي","13037","1"
"فاس- مكناس","تاونات","تاونات - تيسة","محلية","حزب الاستقلال","خالد الزاهر","11534",""
"فاس- مكناس","تاونات","تاونات - تيسة","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","عبد الحفيظ المسعودي","5284",""
"فاس- مكناس","تاونات","تاونات - تيسة","محلية","حزب العدالة والتنمية","سعيد الاعرابي","2537",""
"فاس- مكناس","تاونات","تاونات - تيسة","محلية","تح��لف فيدرالية اليسار ","احمد السامري","2010",""
"فاس- مكناس","تاونات","تاونات - تيسة","محلية","حزب جبهة القوى الديمقراطية","حسان الفقير","1169",""
"فاس- مكناس","تاونات","تاونات - تيسة","محلية","الحزب الاشتراكي الموحد","ابراهيم ديب","567",""
"فاس- مكناس","تاونات","تاونات - تيسة","محلية","حزب الحركة الديمقراطية الاجتماعية","احمد زروف","357",""
"فاس- مكناس","تاونات","تاونات - تيسة","محلية","حزب الوسط الاجتماعي","انتصار الناصري المرابطي","69",""
"فاس- مكناس","تاونات","تاونات - تيسة","محلية","حزب الشورى والاستقلال","محمد السني","48",""
"فاس- مكناس","تاونات","القرية - غفساي","محلية","حزب التجمع الوطني للأحرار","نور الدين قشيبل","32249","1"
"فاس- مكناس","تاونات","القرية - غفساي","محلية","حزب الاستقلال","المفضل الطاهري","25155","1"
"فاس- مكناس","تاونات","القرية - غفساي","محلية","حزب الأصالة والمعاصرة","محمد الحجيرة","22893","1"
"فاس- مكناس","تاونات","القرية - غفساي","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","محمد المجاهدي","8506",""
"فاس- مكناس","تاونات","القرية - غفساي","محلية","حزب العدالة والتنمية","سعيد شاكر","6208",""
"فاس- مكناس","تاونات","القرية - غفساي","محلية","حزب التقدم والاشتراكية","الذهبي عقيل","4215",""
"فاس- مكناس","تاونات","القرية - غفساي","محلية","الحزب الاشتراكي الموحد","هشام النية","1580",""
"بني ملال -خنيفرة","بني ملال","بني ملال","محلية","حزب التجمع الوطني للأحرار","خالد المنصوري","35299","1"
"بني ملال -خنيفرة","بني ملال","بني ملال","محلية","حزب الأصالة والمعاصرة","هشام صابري","30383","1"
"بني ملال -خنيفرة","بني ملال","بني ملال","محلية","حزب الاستقلال","عبد الرحمان خيير","16274","1"
"بني ملال -خنيفرة","بني ملال","بني ملال","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","فاضل براس","12589","1"
"بني ملال -خنيفرة","بني ملال","بني ملال","محلية","حزب الحركة الشعبية","أحمد شد","11169","1"
"بني ملال -خنيفرة","بني ملال","بني ملال","محلية","حزب التقدم والاشتراكية","مريم وحساة","10788","1"
"بني ملال -خنيفرة","بني ملال","بني ملال","محلية","تحالف فيدرالية اليسار ","رشيد مشيش","9566",""
"بني ملال -خنيفرة","بني ملال","بني ملال","محلية","حزب العدالة والتنمية","محمد مرزوق","6852",""
"بني ملال -خنيفرة","بني ملال","بني ملال","محلية","حزب الحركة الديمقراطية الاجتماعية","امين الحسيني","6255",""
"بني ملال -خنيفرة","بني ملال","بني ملال","محلية","حزب جبهة القوى الديمقراطية","اسعيد اومن","3328",""
"بني ملال -خنيفرة","بني ملال","بني ملال","محلية","الحزب الاشتراكي الموحد","سعيد حتيم","946",""
"بني ملال -خنيفرة","بني ملال","بني ملال","محلية","حزب الخضر المغربي","محمد فارس","671",""
"بني ملال -خنيفرة","بني ملال","بني ملال","محلية","حزب الأمل","عبد الرزاق تلجة","234",""
"بني ملال -خنيفرة","بني ملال","بني ملال","محلية","الحزب الديمقراطي الوطني","كمال بوصطيال","208",""
"بني ملال -خنيفرة","بني ملال","بني ملال","محلية"," حزب النهضة والفضيلة","اسعيد مديون","103",""
"بني ملال -خنيفرة","بني ملال","بني ملال","محلية","حزب المجتمع الديمقراطي","المهدي الطاعي","66",""
"بني ملال -خنيفرة","أزيلال","بزو - واويزاغت","محلية","حزب التجمع الوطني للأحرار","المصطفى الرداد","22930","1"
"بني ملال -خنيفرة","أزيلال","بزو - واويزاغت","محلية","حزب الأصالة والمعاصرة","عادل البراكات","20985","1"
"بني ملال -خنيفرة","أزيلال","بزو - واويزاغت","محلية","حزب الحركة الشعبية","محمد ابراهيم البوفريسي","10923","1"
"بني ملال -خنيفرة","أزيلال","بزو - واويزاغت","محلية","حزب الاستقلال","ابراهيم حسناوي","9483",""
"بني ملال -خنيفرة","أزيلال","بزو - واويزاغت","محلية","حزب الاتحاد الدستوري","مولود بركايو","9392",""
"بني ملال -خنيفرة","أزيلال","بزو - واويزاغت","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","علال البصراوي","6025",""
"بني ملال -خنيفرة","أزيلال","بزو - واويزاغت","محلية","حزب العدالة والتنمية","عبد الصمد العسولي","4646",""
"بني ملال -خنيفرة","أزيلال","بزو - واويزاغت","محلية","حزب التقدم والاشتراكية","محمد اشيخ","2705",""
"بني ملال -خنيفرة","أزيلال","بزو - واويزاغت","محلية","الحزب الاشتراكي الموحد","ابراهيم مدود","1439",""
"بني ملال -خنيفرة","أزيلال","بزو - واويزاغت","محلية","تحالف فيدرالية اليسار ","موحى وحموشان","751",""
"بني ملال -خنيفرة","أزيلال","بزو - واويزاغت","محلية","الحزب المغربي الحر","مراد بوتفيدي","483",""
"بني ملال -خنيفرة","أزيلال","بزو - واويزاغت","محلية","حزب الخضر المغربي","الحسين السملالي","457",""
"بني ملال -خنيفرة","أزيلال","بزو - واويزاغت","محلية","حزب جبهة القوى الديمقراطية","الصديق كمل","269",""
"بني ملال -خنيفرة","أزيلال","بزو - واويزاغت","محلية","حزب الشورى والاستقلال","الحسين بلحسن","115",""
"بني ملال -خنيفرة","أزيلال","أزيلال - دمنات","محلية","حزب الأصالة والمعاصرة","ابراهيم مجاهد","26478","1"
"بني ملال -خنيفرة","أزيلال","أزيلال - دمنات","محلية","حزب التجمع الوطني للأحرار","رشيد منصوري","23466","1"
"بني ملال -خنيفرة","أزيلال","أزيلال - دمنات","محلية","حزب الاستقلال","عبد العالي بروكي","12178","1"
"بني ملال -خنيفرة","أزيلال","أزيلال - دمنات","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","السعيد  الزعزاع ","9098",""
"بني ملال -خنيفرة","أزيلال","أزيلال - دمنات","محلية","حزب العدالة والتنمية","خاليد تكوكين","4334",""
"بني ملال -خنيفرة","أزيلال","أزيلال - دمنات","محلية","حزب التقدم والاشتراكية","عبد الرزاق نايت ادبو","3350",""
"بني ملال -خنيفرة","أزيلال","أزيلال - دمنات","محلية","حزب الإنصاف","رشيد  حزيران","812",""
"بني ملال -خنيفرة","أزيلال","أزيلال - دمنات","محلية","حزب الحركة الشعبية","لفضالي ايت عولي","711",""
"بني ملال -خنيفرة","أزيلال","أزيلال - دمنات","محلية","حزب الوسط الاجتماعي","محمد بلعيد","649",""
"بني ملال -خنيفرة","أزيلال","أزيلال - دمنات","محلية","الحزب الاشتراكي الموحد","مولاي نصر الله البوعيشي","507",""
"فاس- مكناس","مولاي يعقوب","مولاي يعقوب","محلية","حزب الأصالة والمعاصرة","الحسن بلمقدم","18296","1"
"فاس- مكناس","مولاي يعقوب","مولاي يعقوب","محلية","حزب التجمع الوطني للأحرار","التهامي عكبي","14228","1"
"فاس- مكناس","مولاي يعقوب","مولاي يعقوب","محلية","حزب الاستقلال","الحسن شهبي","10629",""
"فاس- مكناس","مولاي يعقوب","مولاي يعقوب","محلية","حزب الحركة الشعبية","كمال لعفو","8763",""
"فاس- مكناس","مولاي يعقوب","مولاي يعقوب","محلية","حزب العدالة والتنمية","المقدم بوركبة","1058",""
"فاس- مكناس","مولاي يعقوب","مولاي يعقوب","محلية","حزب جبهة القوى الديمقراطية","مصطفى دهبي","859",""
"فاس- مكناس","مولاي يعقوب","مولاي يعقوب","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","الحسن الخولاني الادريسي","845",""
"فاس- مكناس","مولاي يعقوب","مولاي يعقوب","محلية","حزب الاتحاد الدستوري","يسين جباري","579",""
"فاس- مكناس","مولاي يعقوب","مولاي يعقوب","محلية","حزب التقدم والاشتراكية","حفيظ فرحان","389",""
"فاس- مكناس","مولاي يعقوب","مولاي يعقوب","محلية","الحزب الاشتراكي الموحد","عدنان الزويني","132",""
"فاس- مكناس","مولاي يعقوب","مولاي يعقوب","محلية","حزب الديمقراطيين الجدد","ادريس كولالي","73",""
"فاس- مكناس","مولاي يعقوب","مولاي يعقوب","محلية","حزب الإنصاف","محمد لمعلم","60",""
"فاس- مكناس","مولاي يعقوب","مولاي يعقوب","محلية","حزب العمل","لحسن  الربعي","9",""
"فاس- مكناس","مولاي يعقوب","مولاي يعقوب","محلية","حزب الشورى والاستقلال","حمان لغوالي","9",""
"فاس- مكناس","مولاي يعقوب","مولاي يعقوب","محلية","حزب الحرية والعدالة الاجتماعية","عزيز المخمم","2",""
"فاس- مكناس","صفرو","صفرو","محلية","حزب التجمع الوطني للأحرار","حفيظ  وشاك ","21648","1"
"فاس- مكناس","صفرو","صفرو","محلية","حزب الأصالة والمعاصرة","ادريس الشبشالي","19740","1"
"فاس- مكناس","صفرو","صفرو","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","ادريس اشطيبي","19006","1"
"فاس- مكناس","صفرو","صفرو","محلية","حزب الاستقلال","ابراهيم العياشي","9364",""
"فاس- مكناس","صفرو","صفرو","محلية","حزب الحركة الشعبية","محمد احسحوس","5620",""
"فاس- مكناس","صفرو","صفرو","محلية","حزب التقدم والاشتراكية","ادريس بوطاهر","4271",""
"فاس- مكناس","صفرو","صفرو","محلية","حزب الاتحاد الدستوري","نور الدين العباس","2315",""
"فاس- مكناس","صفرو","صفرو","محلية","حزب العدالة والتنمية","ادريس مسكين","1812",""
"فاس- مكناس","صفرو","صفرو","محلية","تحالف فيدرالية اليسار ","جواد البنعيسي","1008",""
"فاس- مكناس","صفرو","صفرو","محلية","الحزب الاشتراكي الموحد","اسماعيل ازياد","986",""
"فاس- مكناس","صفرو","صفرو","محلية","حزب جبهة القوى الديمقراطية","محمد  برهمي","943",""
"فاس- مكناس","صفرو","صفرو","محلية","حزب الإنصاف","عماد  بومعان ","826",""
"فاس- مكناس","صفرو","صفرو","محلية","حزب الوحدة والديمقراطية","سعيد الرغوت ","542",""
"فاس- مكناس","صفرو","صفرو","محلية","حزب الديمقراطيين الجدد","سعيد حنين","393",""
"فاس- مكناس","صفرو","صفرو","محلية","حزب الخضر المغربي","عبد الله الجديدي","348",""
"فاس- مكناس","صفرو","صفرو","محلية","حزب البيئة والتنمية المستدامة","يونس امدراس","305",""
"فاس- مكناس","صفرو","صفرو","محلية","حزب الوسط الاجتماعي","محمد شويطر","204",""
"فاس- مكناس","صفرو","صفرو","محلية","حزب العمل","محمد الكندري","150",""
"فاس- مكناس","صفرو","صفرو","محلية","حزب الشورى والاستقلال","عبد الواحد بورزى","19",""
"فاس- مكناس","بولمان","بولمان","محلية","حزب التجمع الوطني للأحرار","محمد شوكي","28802","1"
"فاس- مكناس","بولمان","بولمان","محلية","حزب الحركة الشعبية","حسن العنصر","9499","1"
"فاس- مكناس","بولمان","بولمان","محلية","حزب التقدم والاشتراكية","رشيد حموني","8874","1"
"فاس- مكناس","بولمان","بولمان","محلية","حزب الاستقلال","عبد المولى الحرشي","8098",""
"فاس- مكناس","بولمان","بولمان","محلية","تحالف فيدرالية اليسار ","عبدالقادر كمو","7322",""
"فاس- مكناس","بولمان","بولمان","محلية","حزب الأصالة والمعاصرة","محمد الميري","6025",""
"فاس- مكناس","بولمان","بولمان","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","محمد اوطايط","1206",""
"فاس- مكناس","بولمان","بولمان","محلية","حزب العدالة والتنمية","مصطفى بلفضيل","1035",""
"فاس- مكناس","بولمان","بولمان","محلية","حزب الحركة الديمقراطية الاجتماعية","مصطفى لخليفي","275",""
"فاس- مكناس","بولمان","بولمان","محلية","الحزب الاشتراكي الموحد","طارق بنهمي","265",""
"فاس- مكناس","بولمان","بولمان","محلية","حزب الخضر المغربي","محمد لزهر","205",""
"فاس- مكناس","بولمان","بولمان","محلية","حزب جبهة القوى الديمقراطية","محمد امجوض","139",""
"فاس- مكناس","بولمان","بولمان","محلية","حزب الوسط الاجتماعي","محمد الدويري","103",""
"فاس- مكناس","بولمان","بولمان","محلية","حزب الشورى والاستقلال","خالد خمليش","49",""
"كلميم -واد نون","كلميم","كلميم","محلية","حزب الأصالة والمعاصرة","محمد صباري","18807","1"
"كلميم -واد نون","كلميم","كلميم","محلية","حزب التجمع الوطني للأحرار","محمد الرجدال","16199","1"
"كلميم -واد نون","كلميم","كلميم","محلية","حزب الاستقلال","عبد الرحيم بنبعيدة","16165",""
"كلميم -واد نون","كلميم","كلميم","محلية","حزب الحركة الشعبية","ابراهيم حنانة","4142",""
"كلميم -واد نون","كلميم","كلميم","محلية","حزب العدالة والتنمية","منينة مودن","1870",""
"كلميم -واد نون","كلميم","كلميم","محلية","حزب البيئة والتنمية المستدامة","السالك الفارس","1733",""
"كلميم -واد نون","كلميم","كلميم","محلية","حزب التقدم والاشتراكية","المخطار زابيلا","1325",""
"كلميم -واد نون","كلميم","كلميم","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","محماد ثكني","689",""
"كلميم -واد نون","كلميم","كلميم","محلية","تحالف فيدرالية اليسار ","احمد عسال","608",""
"كلميم -واد نون","كلميم","كلميم","محلية","حزب الأمل","احمد فريسن","596",""
"كلميم -واد نون","كلميم","كلميم","محلية","حزب الخضر المغربي","احمد بداهي","554",""
"كلميم -واد نون","كلميم","كلميم","محلية","الحزب المغربي الحر","عبدالله افرياض","498",""
"كلميم -واد نون","كلميم","كلميم","محلية","الحزب الاشتراكي الموحد","محمد عبد الله الكوا","402",""
"كلميم -واد نون","كلميم","كلميم","محلية","حزب الشورى والاستقلال","مبارك ام العويتكات","400",""
"كلميم -واد نون","كلميم","كلميم","محلية","حزب الديمقراطيين الجدد","مجيد مرشد","325",""
"كلميم -واد نون","كلميم","كلميم","محلية","حزب الوحدة والديمقراطية","محمد اصكام","297",""
"كلميم -واد نون","كلميم","كلميم","محلية","حزب الوسط الاجتماعي","الحسن بنحمو","275",""
"كلميم -واد نون","كلميم","كلميم","محلية","حزب جبهة القوى الديمقراطية","ماء العينين الزويهار","225",""
"كلميم -واد نون","كلميم","كلميم","محلية","حزب الإصلاح والتنمية","احمد الداودي","204",""
"كلميم -واد نون","كلميم","كلميم","محلية","حزب الحرية والعدالة الاجتماعية","مصطفى لمواسي","70",""
"كلميم -واد نون","كلميم","كلميم","محلية","حزب النهضة","محمد  الهروي ","25",""
"سوس- ماسة","طاطا","طاطا","محلية","حزب التجمع الوطني للأحرار","مصطفى تضومانت","16800","1"
"سوس- ماسة","طاطا","طاطا","محلية","حزب الأصالة والمعاصرة","حسان التابي","13901","1"
"سوس- ماسة","طاطا","طاطا","محلية","حزب الاستقلال","الحسين بوزحاي","9909",""
"سوس- ماسة","طاطا","طاطا","محلية","حزب الحركة الشعبية","عبدالرحيم نفسو","6307",""
"سوس- ماسة","طاطا","طاطا","محلية","حزب العدالة والتنمية","محمد اداحمد","2102",""
"سوس- ماسة","طاطا","طاطا","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","محمد جاج","678",""
"سوس- ماسة","طاطا","طاطا","محلية","حزب التقدم والاشتراكية","لطيفة بوهوش","376",""
"سوس- ماسة","طاطا","طاطا","محلية","حزب الحرية والعدالة الاجتماعية","خالد ناصر","198",""
"سوس- ماسة","طاطا","طاطا","محلية","حزب الأمل","عبدالله نيت سايد","129",""
"كلميم -واد نون","أسا - الزاك","أسا - الزاك","محلية","حزب الأصالة والمعاصرة","رشيد التامك","5025","1"
"كلميم -واد نون","أسا - الزاك","أسا - الزاك","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","محمود عبا","3544","1"
"كلميم -واد نون","أسا - الزاك","أسا - الزاك","محلية","حزب العدالة والتنمية","الحسين حريش","3504",""
"كلميم -واد نون","أسا - الزاك","أسا - الزاك","محلية","حزب التجمع الوطني للأحرار","حامدي وايسي","2416",""
"كلميم -واد نون","أسا - الزاك","أسا - الزاك","محلية","حزب الاستقلال","احمد شياهو","1299",""
"كلميم -واد نون","أسا - الزاك","أسا - الزاك","محلية","حزب الحركة الشعبية","محمود ابيدار","431",""
"كلميم -واد نون","أسا - الزاك","أسا - الزاك","محلية","حزب التقدم والاشتراكية","مولود بريك","98",""
"كلميم -واد نون","أسا - الزاك","أسا - الزاك","محلية","حزب البيئة والتنمية المستدامة","بوجمع انير","44",""
"كلميم -واد نون","أسا - الزاك","أسا - الزاك","محلية","حزب الديمقراطيين الجدد","عثمان بوهي","33",""
"كلميم -واد نون","أسا - الزاك","أسا - الزاك","محلية","حزب الحرية والعدالة الاجتماعية","سعيد ميارة","11",""
"العيون- الساقية الحمراء","السمارة","السمارة","محلية","حزب الاستقلال","مولاي زبير حبدي","7676","1"
"العيون- الساقية الحمراء","السمارة","السمارة","محلية","حزب الأصالة والمعاصرة","سيدي صالح الادريسي","3771","1"
"العيون- الساقية الحمراء","السمارة","السمارة","محلية","حزب التجمع الوطني للأحرار","سيدي حمد الشيكر","3755",""
"العيون- الساقية الحمراء","السمارة","السمارة","محلية"," حزب النهضة والفضيلة","سيدي احمد  شريفي","1143",""
"العيون- الساقية الحمراء","السمارة","السمارة","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","الحنفي العدلي","944",""
"العيون- الساقية الحمراء","السمارة","السمارة","محلية","حزب الوحدة والديمقراطية","زكرياء سجود","644",""
"العيون- الساقية الحمراء","السمارة","السمارة","محلية","حزب التقدم والاشتراكية","محمد الخليفة الوعبان","539",""
"العيون- الساقية الحمراء","السمارة","السمارة","محلية","حزب العدالة والتنمية","محمد فاضل عماري","269",""
"العيون- الساقية الحمراء","السمارة","السمارة","محلية","حزب العمل","المصطفى مهراوي","229",""
"العيون- الساقية الحمراء","السمارة","السمارة","محلية","حزب الإصلاح والتنمية","الحفظ حنيني","91",""
"العيون- الساقية الحمراء","السمارة","السمارة","محلية","حزب المجتمع الديمقراطي","احمد عدو","64",""
"العيون- الساقية الحمراء","السمارة","السمارة","محلية","حزب الأمل","سيدي محمد لمين زيو","39",""
"العيون- الساقية الحمراء","السمارة","السمارة","محلية","حزب الخضر المغربي","احمد هلبوبكر","24",""
"كلميم -واد نون","طانطان","طانطان","محلية","حزب الأصالة والمعاصرة","ابراهيم الوعبان","5955","1"
"كلميم -واد نون","طانطان","طانطان","محلية","حزب التجمع الوطني للأحرار","عبد الله  أبركى","4299","1"
"كلميم -واد نون","طانطان","طانطان","محلية","حزب الاستقلال","السالك بولون","4011",""
"كلميم -واد نون","طانطان","طانطان","محلية","حزب الإصلاح والتنمية","محمد اباحنيني","3252",""
"كلميم -واد نون","طانطان","طانطان","محلية","حزب الحركة الديمقراطية الاجتماعية","اسامة افوشال","2320",""
"كلميم -واد نون","طانطان","طانطان","محلية","حزب الديمقراطيين الجدد","الحسين جمال","1106",""
"كلميم -واد نون","طانطان","طانطان","محلية","حزب التقدم والاشتراكية","محمد حمو","945",""
"كلميم -واد نون","طانطان","طانطان","محلية","حزب الحركة الشعبية","مبارك البطاح","874",""
"كلميم -واد نون","طانطان","طانطان","محلية","حزب العدالة والتنمية","ماء العينين اعبيد","513",""
"كلميم -واد نون","طانطان","طانطان","محلية","حزب المجتمع الديمقراطي","المختار الشيخ","481",""
"كلميم -واد نون","طانطان","طانطان","محلية","حزب البيئة والتنمية المستدامة","احمد الركبة","458",""
"كلميم -واد نون","طانطان","طانطان","محلية","حزب الشورى والاستقلال","يونس معد","274",""
"كلميم -واد نون","طانطان","طانطان","محلية","حزب الأمل","حميد الشمسدي","262",""
"كلميم -واد نون","طانطان","طانطان","محلية","الحزب المغربي الحر","المحجوب الداودي","223",""
"كلميم -واد نون","طانطان","طانطان","محلية","حزب الحرية والعدالة الاجتماعية","عبد العزيز  اغراس","220",""
"كلميم -واد نون","طانطان","طانطان","محلية","حزب الوسط الاجتماعي","السالك بواشعاب","186",""
"كلميم -واد نون","طانطان","طانطان","محلية","حزب جبهة القوى الديمقراطية","سعيد طوير","176",""
"كلميم -واد نون","طانطان","طانطان","محلية","حزب الخضر المغربي","عالي سلكوح","125",""
"كلميم -واد نون","طانطان","طانطان","محلية","حزب العمل","محمد سالم لمزوكي","99",""
"كلميم -واد نون","طانطان","طانطان","محلية","حزب الاتحاد المغربي للديمقراطية","محمد مجاهد","94",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب التجمع الوطني للأحرار","حاتم بن رقية","49230","1"
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب الاتحاد الدستوري","الحسين الرحوية ","18448","1"
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب الاستقلال","محمد العزري","16643","1"
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب العدالة والتنمية","مصطفى ابراهيمي","10148","1"
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب الأصالة والمعاصرة","فوزي الشعبي","7825",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب الحركة الشعبية","محمد الغراس","7185",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","ادريس السعداوي","5573",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب الحركة الديمقراطية الاجتماعية","محمد تلموست","4432",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب التقدم والاشتراكية","مصطفى الكامح","3925",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب الاتحاد المغربي للديمقراطية","جمال المنظري ","2665",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","تحالف فيدرالية اليسار ","نور الدين الحراق","2412",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","الحزب الاشتراكي الموحد","عامر النميش","1309",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب جبهة القوى الديمقراطية","احمد ادحيم","1173",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب البيئة والتنمية المستدامة","امجد الخطابي","1001",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب الإنصاف","احمد باحنايك","888",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب الوسط الاجتماعي","عماد جليل","530",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب الحرية والعدالة الاجتماعية","منير كعيبر","219",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب الوحدة والديمقراطية","خالد ابن جلون التويمي","193",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب الخضر المغربي","حمزة ودغيري","171",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب الشورى والاستقلال","سمير بومدين","142",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب الأمل","محمد المعتصم","127",""
"الرباط -سلا -القنيطرة","القنيطرة","القنيطرة","محلية","حزب المجتمع الديمقراطي","حنان  العثماني","52",""
"الرباط -سلا -القنيطرة","القنيطرة","الغرب","محلية","حزب التجمع الوطني للأحرار","جواد غريب","36887","1"
"الرباط -سلا -القنيطرة","القنيطرة","الغرب","محلية","حزب الاتحاد الدستوري","بلعسال شاوي","22520","1"
