region;province;daire;type;parti;candidat;voix;sieges
درعة -تافيلالت;الرشيدية;الرشيدية;محلية;حزب جبهة القوى الديمقراطية;مولاي الحسن مجيد علوي;232;0
درعة -تافيلالت;الرشيدية;الرشيدية;محلية;حزب الأمل;عبد الرزاق ابعزى;208;0
درعة -تافيلالت;الرشيدية;الرشيدية;محلية;حزب الشورى والاستقلال;محمد قاسيمي;128;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب الحركة الشعبية;محمد الامين ديدى;6619;1
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب العدالة والتنمية;عزوها العراك;5979;1
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب الاستقلال;ماء العينين بوكرن;2674;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;سليمان الدرهم;2134;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب التقدم والاشتراكية;عمر الشرقاوي;1028;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب جبهة القوى الديمقراطية;عبد القادر السيفر;561;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب الوسط الاجتماعي;فؤاد الفائق;176;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;الغالية الهادي;163;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب الاتحاد الدستوري;ابراهيم تكادي;143;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب الحركة الديمقراطية الاجتماعية;الحسن لحويدك;135;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب الديمقراطيين الجدد;عزيز كريمي;114;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية; حزب النهضة والفضيلة;محمود اجدال;90;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب البيئة والتنمية المستدامة;سيد احمد ابو عبيدة;72;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب الحرية والعدالة الاجتماعية;رشيد الدريوش;60;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب الإصلاح والتنمية;احمد زين جمجي;55;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب الأمل;لحسن بورباش;40;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب الوحدة والديمقراطية;محمد طيان;37;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب العمل;نعيمة بوالحنة;32;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب الشورى والاستقلال;ميارة بوسحاب;24;0
الداخلة- وادي الذهب;وادي الذهب;وادي الذهب;محلية;حزب اليسار الأخضر المغربي;عدنان القدي;24;0
الداخلة- وادي الذهب;أوسرد;أوسرد;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;عبد الفتاح اهل المكي;1997;1
الداخلة- وادي الذهب;أوسرد;أوسرد;محلية;حزب الأصالة والمعاصرة;محمد بوبكر;1986;1
الداخلة- وادي الذهب;أوسرد;أوسرد;محلية;حزب الاستقلال;محمد الامين حرمة لله;1686;0
الداخلة- وادي الذهب;أوسرد;أوسرد;محلية;حزب العدالة والتنمية;امربيه ابا عقيل;204;0
الداخلة- وادي الذهب;أوسرد;أوسرد;محلية;حزب الت��دم والاشتراكية;سيدي باهي;74;0
الداخلة- وادي الذهب;أوسرد;أوسرد;محلية;حزب الديمقراطيين الجدد;شباهي براي;73;0
الداخلة- وادي الذهب;أوسرد;أوسرد;محلية;حزب الإصلاح والتنمية;غالي الدليمي;19;0
الداخلة- وادي الذهب;أوسرد;أوسرد;محلية;حزب الوحدة والديمقراطية;رجاء امهيري;10;0
الداخلة- وادي الذهب;أوسرد;أوسرد;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;ابراهيم زين الدين;6;0
الداخلة- وادي الذهب;أوسرد;أوسرد;محلية;حزب العمل;محمد الاداسي;5;0
الداخلة- وادي الذهب;أوسرد;أوسرد;محلية;حزب البيئة والتنمية المستدامة;صالح هلال;4;0
الشرق;وجدة أنكاد;وجدة - أنجاد;محلية;حزب الأصالة والمعاصرة;يوسف هوار;30448;2
الشرق;وجدة أنكاد;وجدة - أنجاد;محلية;حزب العدالة والتنمية;عبد الله هامل;28610;2
الشرق;وجدة أنكاد;وجدة - أنجاد;محلية;حزب الاستقلال;عمر حجيرة;9939;0
الشرق;وجدة أنكاد;وجدة - أنجاد;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;محمد امباركي;2103;0
الشرق;وجدة أنكاد;وجدة - أنجاد;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;لخضر حدوش;1676;0
الشرق;وجدة أنكاد;وجدة - أنجاد;محلية;حزب التجمع الوطني للأحرار;يحي الصغيري;1347;0
الشرق;وجدة أنكاد;وجدة - أنجاد;محلية;حزب الحركة الشعبية;لطفي سهلي;838;0
الشرق;وجدة أنكاد;وجدة - أنجاد;محلية;حزب التقدم والاشتراكية;ميمون عاقل;700;0
الشرق;وجدة أنكاد;وجدة - أنجاد;محلية;حزب الديمقراطيين الجدد;عمر بالحاج;511;0
الشرق;وجدة أنكاد;وجدة - أنجاد;محلية;حزب الاتحاد الدستوري;اسماعيل بوخريص;186;0
الشرق;وجدة أنكاد;وجدة - أنجاد;محلية;تحالف العهد و التجديد;عبد النبي اعزيزي;155;0
الشرق;وجدة أنكاد;وجدة - أنجاد;محلية; حزب النهضة والفضيلة;عبد الكريم فاضيل;135;0
الشرق;وجدة أنكاد;وجدة - أنجاد;محلية;حزب جبهة القوى الديمقراطية;ميمون بنعلي;127;0
الشرق;وجدة أنكاد;وجدة - أنجاد;محلية;حزب الحرية والعدالة الاجتماعية;يحي رفيع;111;0
الشرق;وجدة أنكاد;وجدة - أنجاد;محلية;حزب اليسار الأخضر المغربي;خالد بوحميدي;50;0
الشرق;جرادة;جرادة;محلية;حزب الأصالة والمعاصرة;مصطفى توتو;8358;1
الشرق;جرادة;جرادة;محلية;حزب الاستقلال;ياسين دغو;4525;1
الشرق;جرادة;جرادة;محلية;حزب العدالة والتنمية;عبد العزيز بنعائشة;4507;0
الشرق;جرادة;جرادة;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;المختار  راشدي;2678;0
الشرق;جرادة;جرادة;محلية;حزب الحركة الشعبية;بن المامون الماموني;2576;0
الشرق;جرادة;جرادة;محلية;حزب جبهة القوى الديمقراطية;عبد القادر مهايي;2296;0
الشرق;جرادة;جرادة;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;حسن لخليفي;475;0
الشرق;جرادة;جرادة;محلية;حزب التقدم والاشتراكية;عمر بوخلخال;425;0
الشرق;جرادة;جرادة;محلية;حزب الاتحاد الدستوري;بوعمامة معزوزي;367;0
الشرق;جرادة;جرادة;محلية;تحالف العهد و التجديد;العربي ايناو;172;0
الشرق;جرادة;جرادة;محلية; حزب النهضة والفضيلة;مراد لمقدم;136;0
الشرق;جرادة;جرادة;محلية;حزب الإصلاح والتنمية;عبدالقادر ماموني;36;0
الشرق;جرادة;جرادة;محلية;حزب اليسار الأخضر المغربي;محمد اكيلي;24;0
الشرق;بركان;بركان;محلية;حزب الأصالة والمعاصرة;محمد ابراهيمي;17354;1
الشرق;بركان;بركان;محلية;حزب العدالة والتنمية;المصطفى القوري;13405;1
الشرق;بركان;بركان;محلية;حزب الاستقلال;محمد البكاوي;4260;1
الشرق;بركان;بركان;محلية;حزب الحركة الشعبية;عزيز لطرش;3993;0
الشرق;بركان;بركان;محلية;حزب الاتحاد الدستوري;محمد زردالي;3964;0
الشرق;بركان;بركان;محلية;حزب التجمع الوطني للأحرار;عبد المالك بكاوي;3166;0
الشرق;بركان;بركان;محلية;حزب جبهة القوى الديمقراطية;الطيب السعيدي;3165;0
الشرق;بركان;بركان;محلية;حزب الإصلاح والتنمية;ميمون منصوري;1547;0
الشرق;بركان;بركان;محلية;حزب التقدم والاشتراكية;خليد عزوزي;1445;0
الشرق;بركان;بركان;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;عبد الرحمان بوطيب;1331;0
الشرق;بركان;بركان;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;محمد سلام;1231;0
الشرق;بركان;بركان;محلية;تحالف العهد و التجديد;نصر الدين قضاض;167;0
الشرق;بركان;بركان;محلية;حزب العمل;عبد الرحيم عزوزي;80;0
الشرق;بركان;بركان;محلية; حزب النهضة والفضيلة;معمر قاسمي;46;0
الشرق;تاوريرت;تاوريرت;محلية;حزب الاستقلال;ادريس جدي;8800;1
الشرق;تاوريرت;تاوريرت;محلية;حزب الاتحاد الدستوري;محمد ناصر;7443;1
الشرق;تاوريرت;تاوريرت;محلية;حزب الحركة الشعبية;البشير بوخريص;7251;0
الشرق;تاوريرت;تاوريرت;محلية;حزب العدالة والتنمية;احميدة محجوبي;6787;0
الشرق;تاوريرت;تاوريرت;محلية;حزب الأصالة والمعاصرة;محمد حامد;6548;0
الشرق;تاوريرت;تاوريرت;محلية;حزب التقدم والاشتراكية;احمد ازيرار;1312;0
الشرق;تاوريرت;تاوريرت;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;رابح ايناوو;1278;0
الشرق;تاوريرت;تاوريرت;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;مصطفى لطرش;851;0
الشرق;تاوريرت;تاوريرت;محلية;حزب التجمع الوطني للأحرار;محمد معيزي;643;0
الشرق;تاوريرت;تاوريرت;محلية;حزب جبهة القوى الديمقراطية;محمد ازلاف;246;0
الشرق;تاوريرت;تاوريرت;محلية;حزب الديمقراطيين الجدد;عبد الكريم سويدي;205;0
الشرق;تاوريرت;تاوريرت;محلية;تحالف العهد و التجديد;عصام حنود;202;0
الشرق;تاوريرت;تاوريرت;محلية;حزب الإصلاح والتنمية;سعيد بلغيتي;100;0
الشرق;تاوريرت;تاوريرت;محلية; حزب النهضة والفضيلة;محمد برعيش;92;0
الشرق;تاوريرت;تاوريرت;محلية;حزب الوسط الاجتماعي;محمد راشق;21;0
الشرق;فجيج;فجيج;محلية;حزب الأصالة والمعاصرة;ادريس اوقمني;7940;1
الشرق;فجيج;فجيج;محلية;حزب الاستقلال;الكبير قادة;6444;1
الشرق;فجيج;فجيج;محلية;حزب العدالة والتنمية;مصطفى زيتي;3935;1
الشرق;فجيج;فجيج;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;نعيمة لحروري;3633;0
الشرق;فجيج;فجيج;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;احمد السباعي;3177;0
الشرق;فجيج;فجيج;محلية;حزب التجمع الوطني للأحرار;سعيد بليلي;2819;0
الشرق;فجيج;فجيج;محلية;حزب الحركة الشعبية;الحسين اوحليس;2540;0
الشرق;فجيج;فجيج;محلية;حزب الاتحاد الدستوري;علي برعا;1271;0
الشرق;فجيج;فجيج;محلية;حزب جبهة القوى الديمقراطية;المامون جنفي;1140;0
الشرق;فجيج;فجيج;محلية;حزب التقدم والاشتراكية;محمد بعيليش;911;0
الشرق;فجيج;فجيج;محلية;حزب الديمقراطيين الجدد;محمد طالبي;118;0
الشرق;الناضور;الناضور;محلية;حزب الأصالة والمعاصرة;سليمان حوليش;13974;1
الشرق;الناضور;الناضور;محلية;حزب العدالة والتنمية;فاروق الطاهري;13527;1
الشرق;الناضور;الناضور;محلية;حزب الحركة الشعبية;سعيد الرحموني;13171;1
الشرق;الناضور;الناضور;محلية;حزب التجمع الوطني للأحرار;المصطفى المنصوري;12135;1
الشرق;الناضور;الناضور;محلية;حزب الاستقلال;محمد الطيبي;10456;0
الشرق;الناضور;الناضور;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;محمد ابركان;7769;0
الشرق;الناضور;الناضور;محلية;حزب التقدم والاشتراكية;محمد لهمام;2495;0
الشرق;الناضور;الناضور;محلية; حزب النهضة والفضيلة;محمد الادريسي;1035;0
الشرق;الناضور;الناضور;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;محمد البصراوي;934;0
الشرق;الناضور;الناضور;محلية;حزب جبهة القوى الديمقراطية;عبد المنعم شوقي;272;0
الشرق;الناضور;الناضور;محلية;حزب الوحدة والديمقراطية;عبد الله رائس;267;0
الشرق;الناضور;الناضور;محلية;حزب الحرية والعدالة الاجتماعية;عبد الله البودوحي;254;0
الشرق;الناضور;الناضور;محلية;تحالف العهد و التجديد;��حمد مصباح;148;0
الشرق;الناضور;الناضور;محلية;حزب الاتحاد الدستوري;فروق درغال;87;0
الشرق;الناضور;الناضور;محلية;حزب البيئة والتنمية المستدامة;بوزيان الهرواشي;75;0
الشرق;الناضور;الناضور;محلية;حزب المجتمع الديمقراطي;علي الصغير;63;0
الشرق;الناضور;الناضور;محلية;حزب الإصلاح والتنمية;حميد بوجعادة;23;0
مراكش- آسفي;أسفي;آسفي;محلية;حزب العدالة والتنمية;ادريس الثمري;29056;2
مراكش- آسفي;أسفي;آسفي;محلية;حزب الأصالة والمعاصرة;محمد كاريم;22584;1
مراكش- آسفي;أسفي;آسفي;محلية;حزب الاستقلال;هشام سعنان;11165;1
مراكش- آسفي;أسفي;آسفي;محلية;حزب الحركة الديمقراطية الاجتماعية;التهامي المسقي;8214;1
مراكش- آسفي;أسفي;آسفي;محلية;حزب الحركة الشعبية;عادل السباعي;6819;1
مراكش- آسفي;أسفي;آسفي;محلية;حزب التجمع الوطني للأحرار;عمر كردودي;6525;0
مراكش- آسفي;أسفي;آسفي;محلية;حزب الاتحاد الدستوري;فيصل الزرهوني;6195;0
مراكش- آسفي;أسفي;آسفي;محلية;حزب البيئة والتنمية المستدامة;يوسف اجدية;5739;0
مراكش- آسفي;أسفي;آسفي;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;مبارك الفارسي;5324;0
مراكش- آسفي;أسفي;آسفي;محلية;حزب التقدم والاشتراكية;رشيد محيب;4422;0
مراكش- آسفي;أسفي;آسفي;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;عبد الكريم بندقية;1953;0
مراكش- آسفي;أسفي;آسفي;محلية;حزب الشورى والاستقلال;يوسف العدراري;686;0
مراكش- آسفي;أسفي;آسفي;محلية;حزب الديمقراطيين الجدد;معاد اه��يل;435;0
مراكش- آسفي;أسفي;آسفي;محلية;تحالف العهد و التجديد;ياسين محيريك;406;0
مراكش- آسفي;أسفي;آسفي;محلية;حزب الوسط الاجتماعي;حسن ابونواس;208;0
مراكش- آسفي;أسفي;آسفي;محلية;حزب المجتمع الديمقراطي;عمر بنماني;200;0
مراكش- آسفي;أسفي;آسفي;محلية;حزب الأمل;عبد القادر لجعور;128;0
مراكش- آسفي;أسفي;آسفي;محلية;الحزب الديمقراطي الوطني;عبد الرحيم الريحاني;55;0
الدار البيضاء-سطات;الجديدة;الجديدة;محلية;حزب الاستقلال;امبارك الطرمونية;25163;1
الدار البيضاء-سطات;الجديدة;الجديدة;محلية;حزب العدالة والتنمية;ابوزيد المقري الادريسي;24687;1
الدار البيضاء-سطات;الجديدة;الجديدة;محلية;حزب الأصالة والمعاصرة;عبد الحكيم سجدة;19183;1
الدار البيضاء-سطات;الجديدة;الجديدة;محلية;حزب الاتحاد الدستوري;رضوان مهدب;12280;1
الدار البيضاء-سطات;الجديدة;الجديدة;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;محمد  الزهراوي;10418;1
الدار البيضاء-سطات;الجديدة;الجديدة;محلية;حزب الحركة الشعبية;المصطفى المخنتر;9851;1
الدار البيضاء-سطات;الجديدة;الجديدة;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;بدر نورالبيت;4089;0
الدار البيضاء-سطات;الجديدة;الجديدة;محلية;حزب التجمع الوطني للأحرار;عبد الرحمن كامل;2537;0
الدار البيضاء-سطات;الجديدة;الجديدة;محلية;حزب التقدم والاشتراكية;محمد سير;1484;0
الدار البيضاء-سطات;الجديدة;الجديدة;محلية;حزب جبهة القوى الديمقراطية;عبد الله دالي;1261;0
الدار البيضاء-سطات;الجديدة;الجديدة;محلية;تحالف العهد و التجديد;رشيد بنشرقي;461;0
الدار البيضاء-سطات;الجديدة;الجديدة;محلية;حزب الديمقراطيين الجدد;حمزة رويجع;428;0
الدار البيضاء-سطات;الجديدة;الجديدة;محلية;حزب ��لإصلاح والتنمية;محمد فلاج;393;0
الدار البيضاء-سطات;الجديدة;الجديدة;محلية;حزب البيئة والتنمية المستدامة;محمد الكاس;189;0
الدار البيضاء-سطات;سطات;سطات;محلية;حزب العدالة والتنمية;حسن الحارس;20542;1
الدار البيضاء-سطات;سطات;سطات;محلية;حزب الأصالة والمعاصرة;هشام هرامي;17754;1
الدار البيضاء-سطات;سطات;سطات;محلية;حزب الاتحاد الدستوري;عبد اللطيف ميرداس;9076;1
الدار البيضاء-سطات;سطات;سطات;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;البهلول رشيد;8875;1
الدار البيضاء-سطات;سطات;سطات;محلية;حزب التقدم والاشتراكية;سعيد انميلي;8477;1
الدار البيضاء-سطات;سطات;سطات;محلية;حزب الاستقلال;عبد الله ابوفارس;8362;1
الدار البيضاء-سطات;سطات;سطات;محلية;حزب الحركة الشعبية;رحال الناصري;7923;0
الدار البيضاء-سطات;سطات;سطات;محلية;تحالف العهد و التجديد;مصطفى زكرياء جرموني;4821;0
الدار البيضاء-سطات;سطات;سطات;محلية;حزب التجمع الوطني للأحرار;محمد ياسين الداودي;4204;0
الدار البيضاء-سطات;سطات;سطات;محلية;حزب الإصلاح والتنمية;محمد  دلوادي;3431;0
الدار البيضاء-سطات;سطات;سطات;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;جمال قيلش;3410;0
الدار البيضاء-سطات;سطات;سطات;محلية;حزب البيئة والتنمية المستدامة;يوسف سائل;3233;0
الدار البيضاء-سطات;سطات;سطات;محلية;الحزب الديمقراطي الوطني;احمد مساوي;3181;0
الدار البيضاء-سطات;سطات;سطات;محلية;حزب الحركة الديمقراطية الاجتماعية;رشيد مشماشي;2193;0
الدار البيضاء-سطات;سطات;سطات;محلية;حزب جبهة القوى الديمقراطية;عثمان بعيد;1318;0
الدار البيضاء-سطات;سطات;سطات;محلية;حزب الأمل;خليل علالي;614;0
الدار البيضاء-سطات;سطات;سطات;محلية;حزب الديمقراطيين الجدد;محمد جرموني;258;0
الدار البيضاء-سطات;سطات;سطات;محلية;حزب الحرية والعدالة الاجتماعية;يوسف منبر;203;0
الدار البيضاء-سطات;سطات;سطات;محلية;حزب النهضة;عبد الكبير كدناوي;170;0
الدار البيضاء-سطات;سطات;سطات;محلية;حزب الشورى والاستقلال;عبد المجيد عفيفي;47;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب العدالة والتنمية;الشرقي الغلمي;15979;1
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب الأصالة والمعاصرة;عبد الرحيم عتمون;15888;1
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;الحبيب المالكي;10168;1
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب الاتحاد الدستوري;محمد زكراني;8996;1
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب الاستقلال;لحسن حداد;7362;1
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب التجمع الوطني للأحرار;حميد العرشي;7157;1
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب الحركة الشعبية;عبد الرحيم العلافي;6690;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب التقدم والاشتراكية;عبد الصماد خناني;3250;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;المصطفى زمزم;2255;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب جبهة القوى الديمقراطية;لبصير بنعيادة;2055;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب الوسط الاجتماعي;الحبيب درواش;1248;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب الحركة الديمقراطية الاجتماعية;بوعزة لمرامي;972;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب النهضة;زكرياء الجكاني;891;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب البيئة والتنمية المستدامة;محمد بوطيبي;772;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;تحالف العهد و التجديد;لاشهب عناوي;744;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية; حزب النهضة والفضيلة;عبد الغني السعيد;677;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب الحرية والعدالة الاجتماعية;ابن سعيد بختاوي;592;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب الأمل;محمد صدقي;407;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب الديمقراطيين الجدد;خليد هشام;353;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب العمل;حسن نابغ;250;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب المجتمع الديمقراطي;الصديق نشاط;248;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب اليسار الأخضر المغربي;المولودي الخرمودي;233;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب الإصلاح والتنمية;محمد ورضي;146;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;حزب الشورى والاستقلال;محمد حضير;124;0
بني ملال -خنيفرة;خريبكة;خريبكة;محلية;الحزب الديمقراطي الوطني;عثمان ركوب;96;0
الدار البيضاء-سطات;بنسليمان;بنسليمان;محلية;حزب الاستقلال;محمد كريمن;10925;1
الدار البيضاء-سطات;بنسليمان;بنسليمان;محلية;حزب التجمع الوطني للأحرار;حسن  عوكاشا ;10792;1
الدار البيضاء-سطات;بنسليمان;بنسليمان;محلية;حزب العدالة والتنمية;محمد بنجلول;8164;1
الدار البيضاء-سطات;بنسليمان;بنسليمان;محلية;حزب الأصالة والمعاصرة;امبارك عفيري;6953;0
الدار البيضاء-سطات;بنسليمان;بنسليمان;محلية;بدون انتماء سياسي;سعيد الزيدي;6668;0
الدار البيضاء-سطات;بنسليمان;بنسليمان;محلية;حزب التقدم والاشتراكية;كريم الزيادي;4846;0
الدار البيضاء-سطات;بنسليمان;بنسليمان;محلية;حزب الحركة الشعبية;ربيع  مباركي;4332;0
الدار البيضاء-سطات;بنسليمان;بنسليمان;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;الحاج زايد;2053;0
الدار البيضاء-سطات;بنسليمان;بنسليمان;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;يوسف بنصباحية;858;0
الدار البيضاء-سطات;بنسليمان;بنسليمان;محلية;حزب الديمقراطيين الجدد;بوشعيب حمراوي;644;0
الدار البيضاء-سطات;بنسليمان;بنسليمان;محلية;حزب البيئة والتنمية المستدامة;المهدي ابن رحو;625;0
الدار البيضاء-سطات;بنسليمان;بنسليمان;محلية;حزب الاتحاد المغربي للديمقراطية;ابراهيم سلامة;457;0
الدار البيضاء-سطات;بنسليمان;بنسليمان;محلية;حزب الاتحاد الدستوري;الجيلالي  امهنبر ;142;0
الدار البيضاء-سطات;بنسليمان;بنسليمان;محلية;الحزب الديمقراطي الوطني;محمد البينون;50;0
الدار البيضاء-سطات;بنسليمان;بنسليمان;محلية;حزب الإصلاح والتنمية;جواد البكاري;37;0
