region;province;daire;type;parti;candidat;voix;sieges
طنجة- تطوان -الحسيمة;الحسيمة;الحسيمة;محلية;حزب الأصالة والمعاصرة;محمد الحموتي;40868;2
طنجة- تطوان -الحسيمة;الحسيمة;الحسيمة;محلية;حزب الحركة الشعبية;محمد الاعرج;9347;1
طنجة- تطوان -الحسيمة;الحسيمة;الحسيمة;محلية;حزب الاستقلال;نور الدين مضيان;9103;1
طنجة- تطوان -الحسيمة;الحسيمة;الحسيمة;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;عبد الحق امغار;7525;0
طنجة- تطوان -الحسيمة;الحسيمة;الحسيمة;محلية;حزب التجمع الوطني للأحرار;عصام الخمليشي;5941;0
طنجة- تطوان -الحسيمة;الحسيمة;الحسيمة;محلية;حزب العدالة والتنمية;نجيب الوزاني;3770;0
طنجة- تطوان -الحسيمة;الحسيمة;الحسيمة;محلية;حزب التقدم والاشتراكية;احمد الدويري;1116;0
طنجة- تطوان -الحسيمة;الحسيمة;الحسيمة;محلية; حزب النهضة والفضيلة;رشيد بوفونس;736;0
طنجة- تطوان -الحسيمة;الحسيمة;الحسيمة;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;الحسين المرابط;326;0
طنجة- تطوان -الحسيمة;الحسيمة;الحسيمة;محلية;حزب الحركة الديمقراطية الاجتماعية;جمال شعو;233;0
طنجة- تطوان -الحسيمة;الحسيمة;الحسيمة;محلية;حزب جبهة القوى الديمقراطية;محمد موحا;133;0
طنجة- تطوان -الحسيمة;الحسيمة;الحسيمة;محلية;حزب الديمقراطيين الجدد;ياسين الفاسي;92;0
فاس- مكناس;تازة;تازة;محلية;حزب الأصالة والمعاصرة;عبد الواحد المسعودي;22651;1
فاس- مكناس;تازة;تازة;محلية;حزب العدالة والتنمية;جمال مسعودي;16146;1
فاس- مكناس;تازة;تازة;محلية;حزب الاستقلال;محمد بودس;10397;1
فاس- مكناس;تازة;تازة;محلية;حزب الحركة الشعبية;عبد العزيز كوسكوس;8791;1
فاس- مكناس;تازة;تازة;محلية;حزب الحركة الديمقراطية الاجتماعية;محمد امغار;8476;1
فاس- مكناس;تازة;تازة;محلية;حزب النهضة;حافظ بن كمرة;7738;0
فاس- مكناس;تازة;تازة;محلية;حزب الوحدة والديمقراطية;الغازي  اجطيو;7189;0
فاس- مكناس;تازة;تازة;محلية;حزب التجمع الوطني للأحرار;الهادي اوراغ;6787;0
فاس- مكناس;تازة;تازة;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;عبد الخالق القروطي;6180;0
فاس- مكناس;تازة;تازة;محلية;حزب جبهة القوى الديمقراطية;محمد البزيزي;5204;0
فاس- مكناس;تازة;تازة;محلية;حزب التقدم والاشتراكية;عمر شلاح;3054;0
فاس- مكناس;تازة;تازة;محلية;حزب الاتحاد الدستوري;عزوز هرماك;2558;0
فاس- مكناس;تازة;تازة;محلية;حزب الاتحاد المغربي للديمقراطية;الحسن بوراس;2023;0
فاس- مكناس;تازة;تازة;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;عبد الكريم المزازي;1474;0
فاس- مكناس;تازة;تازة;محلية;حزب الديمقراطيين الجدد;يوسف بوكنيفي;665;0
فاس- مكناس;تازة;تازة;محلية;حزب الوسط الاجتماعي;محمد بودلاح;245;0
فاس- مكناس;تازة;تازة;محلية;حزب الأمل;محمد فتاح;178;0
فاس- مكناس;تازة;تازة;محلية; حزب النهضة والفضيلة;عبد العزيز بن حرود;164;0
فاس- مكناس;تازة;تازة;محلية;حزب البيئة والتنمية المستدامة;عبد الحميد البوجادي;106;0
فاس- مكناس;تازة;تازة;محلية;حزب المجتمع الديمقراطي;عبد الرزاق دنازي;103;0
فاس- مكناس;تازة;تازة;محلية;الحزب الديمقراطي الوطني;عبد الحق لعيوني ��لودغيري;92;0
فاس- مكناس;تاونات;تاونات - تيسة;محلية;حزب التجمع الوطني للأحرار;محمد عبو;16133;1
فاس- مكناس;تاونات;تاونات - تيسة;محلية;حزب الأصالة والمعاصرة;عبد اللطيف الفويقر;16104;1
فاس- مكناس;تاونات;تاونات - تيسة;محلية;حزب التقدم والاشتراكية;عبداللـه الادريسي البوزيدي;7752;1
فاس- مكناس;تاونات;تاونات - تيسة;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;التهامي بن احدش;5895;0
فاس- مكناس;تاونات;تاونات - تيسة;محلية;حزب الحركة الشعبية;ادريس مرون;5729;0
فاس- مكناس;تاونات;تاونات - تيسة;محلية;حزب العدالة والتنمية;عبد الحق السطي;5251;0
فاس- مكناس;تاونات;تاونات - تيسة;محلية;حزب الاستقلال;محمد جمال بوزيدي تيالي;4008;0
فاس- مكناس;تاونات;تاونات - تيسة;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;نجيب الكنوني;1599;0
فاس- مكناس;تاونات;تاونات - تيسة;محلية; حزب النهضة والفضيلة;محمد الاصيلي;284;0
فاس- مكناس;تاونات;تاونات - تيسة;محلية;حزب اليسار الأخضر المغربي;رشيد الهادف;216;0
فاس- مكناس;تاونات;القرية - غفساي;محلية;حزب العدالة والتنمية;نور الدين قشيبل;16595;1
فاس- مكناس;تاونات;القرية - غفساي;محلية;حزب الاستقلال;المفضل  الطاهري ;16451;1
فاس- مكناس;تاونات;القرية - غفساي;محلية;حزب الأصالة والمعاصرة;محمد الحجيرة;9728;1
فاس- مكناس;تاونات;القرية - غفساي;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;عبد العزيز العبودي;8767;0
فاس- مكناس;تاونات;القرية - غفساي;محلية;حزب الحرك�� الشعبية;بوعزة الركبي;7643;0
فاس- مكناس;تاونات;القرية - غفساي;محلية;حزب التقدم والاشتراكية;محمد الحناوي;5923;0
فاس- مكناس;تاونات;القرية - غفساي;محلية;حزب التجمع الوطني للأحرار;الجيلالي الوكيلي;5071;0
فاس- مكناس;تاونات;القرية - غفساي;محلية;حزب العمل;السعيد بدوح;1070;0
فاس- مكناس;تاونات;القرية - غفساي;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;عبد السلام القرفة;461;0
فاس- مكناس;تاونات;القرية - غفساي;محلية;حزب البيئة والتنمية المستدامة;عبداللـه القاسمي;367;0
فاس- مكناس;تاونات;القرية - غفساي;محلية;حزب الحركة الديمقراطية الاجتماعية;ادريس لكريني;164;0
بني ملال -خنيفرة;بني ملال;بني ملال;محلية;حزب الأصالة والمعاصرة;خالد المنصوري;25846;2
بني ملال -خنيفرة;بني ملال;بني ملال;محلية;حزب العدالة والتنمية;لحسن  الداودي;21714;2
بني ملال -خنيفرة;بني ملال;بني ملال;محلية;حزب الاستقلال;عبد الرحمان خيير;8501;1
بني ملال -خنيفرة;بني ملال;بني ملال;محلية;حزب الحركة الشعبية;حميد ابراهيمي;8110;1
بني ملال -خنيفرة;بني ملال;بني ملال;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;عبد الرحمان  فضول;6965;0
بني ملال -خنيفرة;بني ملال;بني ملال;محلية;حزب الشورى والاستقلال;فاضل براس;6129;0
بني ملال -خنيفرة;بني ملال;بني ملال;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;محمد حطاطي;4860;0
بني ملال -خنيفرة;بني ملال;بني ملال;محلية;حزب الاتحاد الدستوري;المصطفى  البوعزاوى ;3202;0
بني ملال -خنيفرة;بني ملال;بني ملال;محلية;حزب التجمع الوطني للأحرار;يوسف مكاوي;2687;0
بني ملال -خنيفرة;بني ملال;بني ملال;محلية;حزب التقدم والاشتراكية;ساعيد  تاري ;2443;0
بني ملال -خنيفرة;بني ملال;بني ملال;محلية;تحالف العهد و التجديد;نور الدين بنيوسف;1891;0
بني ملال -خنيفرة;بني ملال;بني ملال;محلية;حزب الإصلاح والتنمية;الحسين تمصاط;1478;0
بني ملال -خنيفرة;بني ملال;بني ملال;محلية; حزب النهضة والفضيلة;المصطفى توجيلت;1389;0
بني ملال -خنيفرة;بني ملال;بني ملال;محلية;حزب الأمل;عبدالغني عطفاني;1350;0
بني ملال -خنيفرة;بني ملال;بني ملال;محلية;حزب جبهة القوى الديمقراطية;مصطفى أستي;463;0
بني ملال -خنيفرة;بني ملال;بني ملال;محلية;حزب البيئة والتنمية المستدامة;الجيلالي منصوري;301;0
بني ملال -خنيفرة;بني ملال;بني ملال;محلية;حزب اليسار الأخضر المغربي;منى الزوين;181;0
بني ملال -خنيفرة;بني ملال;بني ملال;محلية;حزب الحركة الديمقراطية الاجتماعية;باسو باجي;164;0
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;حزب الأصالة والمعاصرة;بدر التوامي;14333;1
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;حزب التجمع الوطني للأحرار;المصطفى الرداد;8199;1
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;حزب الاتحاد الدستوري;مولود بركايو;7530;1
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;حزب الحركة الشعبية;سعيد الرداد;6210;0
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;حزب الاستقلال;ابراهيم حسناوي;6197;0
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;حزب البيئة والتنمية المستدامة;محمد ابراهيم البوفريسي;5233;0
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;حزب العدالة والتنمية;عبدالنبي ابوالعراب;4708;0
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;حزب التقدم والاشتراكية;صالح ديان;4632;0
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;محمد شوقي;3773;0
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;محمد كوجلي;1210;0
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;حزب جبهة القوى الديمقراطية;الحسين اوجان;531;0
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;حزب اليسار الأخضر المغربي;الحسين السملالي;502;0
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;حزب الإصلاح والتنمية;لحسن تنكر;343;0
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;حزب الحركة الديمقراطية الاجتماعية;الكبير  بن حمو;157;0
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;حزب الأمل;صالح  الداودي;152;0
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;حزب الشورى والاستقلال;الحسين بلحسن;126;0
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;حزب العمل;عبد اللطيف زكي;109;0
بني ملال -خنيفرة;أزيلال;بزو - واويزاغت;محلية;الحزب الديمقراطي الوطني;رشيد ازمو;92;0
بني ملال -خنيفرة;أزيلال;أزيلال - دمنات;محلية;حزب الأصالة والمعاصرة;ابراهيم  الموحي;12263;1
بني ملال -خنيفرة;أزيلال;أزيلال - دمنات;محلية;حزب العدالة والتنمية;خاليد تكوكين;8716;1
بني ملال -خنيفرة;أزيلال;أزيلال - دمنات;محلية;حزب الوحدة والديمقراطية;عبد الرزاق نايت ادبو;7912;1
بني ملال -خنيفرة;أزيلال;أزيلال - دمنات;محلية;حزب الاستقلال;محمد احرراد;4447;0
بني ملال -خنيفرة;أزيلال;أزيلال - دمنات;محلية;حزب التجمع الوطني للأحرار;السعيد الزعزاع;4041;0
بني ملال -خنيفرة;أزيلال;أزيلال - دمنات;محلية;حزب الديمقراطيين الجدد;عبد العالي بروكي;3955;0
بني ملال -خنيفرة;أزيلال;أزيلال - دمنات;محلية;حزب التقدم والاشتراكية;عبد المجيد الرابحي;3634;0
بني ملال -خنيفرة;أزيلال;أزيلال - دمنات;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;محمد ابراغ;2559;0
بني ملال -خنيفرة;أزيلال;أزيلال - دمنات;محلية;حزب الإصلاح والتنمية;احمد كيلاني;1465;0
بني ملال -خنيفرة;أزيلال;أزيلال - دمنات;محلية;حزب الحركة الشعبية;حكيم كرام;690;0
بني ملال -خنيفرة;أزيلال;أزيلال - دمنات;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;ادار ايت مسعود;647;0
بني ملال -خنيفرة;أزيلال;أزيلال - دمنات;محلية;حزب الحركة الديمقراطية الاجتماعية;عبد الله زهدي;324;0
بني ملال -خنيفرة;أزيلال;أزيلال - دمنات;محلية;حزب جبهة القوى الديمقراطية;حمو لعريف;174;0
بني ملال -خنيفرة;أزيلال;أزيلال - دمنات;محلية;حزب الأمل;عبد الجليل الرافعي;155;0
فاس- مكناس;مولاي يعقوب;مولاي يعقوب;محلية;حزب الأصالة والمعاصرة;جواد دواحي;9783;1
فاس- مكناس;مولاي يعقوب;مولاي يعقوب;محلية;حزب العدالة والتنمية;محمد يوسف;8051;1
فاس- مكناس;مولاي يعقوب;مولاي يعقوب;محلية;حزب الاستقلال;الحسن  شهبي;7045;0
فاس- مكناس;مولاي يعقوب;مولاي يعقوب;محلية;حزب الحركة الشعبية;ادريس وهيب;6155;0
فاس- مكناس;مولاي يعقوب;مولاي يعقوب;محلية;حزب التجمع الوطني للأحرار;محمد الغول;4160;0
فاس- مكناس;مولاي يعقوب;مولاي يعقوب;محلية;حزب التقدم والاشتراكية;اسامة البياز;202;0
فاس- مكناس;مولاي يعقوب;مولاي يعقوب;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;محمد امزري;184;0
فاس- مكناس;مولاي يعقوب;مولاي يعقوب;محلية;الحزب الديمقراطي الوطني;احمد هاني;111;0
فاس- مكناس;مولاي يعقوب;مولاي يعقوب;محلية;حزب جبهة القوى الديمقراطية;حميد الفناسي;75;0
فاس- مكناس;مولاي يعقوب;مولاي يعقوب;محلية;حزب النهضة;ادريس كولالي;69;0
فاس- مكناس;مولاي يعقوب;مولاي يعقوب;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;محمد فحفوحي;62;0
فاس- مكناس;مولاي يعقوب;مولاي يعقوب;محلية;حزب الحرية والعدالة الاجتماعية;حسن زيلول;36;0
فاس- مكناس;مولاي يعقوب;مولاي يعقوب;محلية;حزب الإصلاح والتنمية;حفيظ فرحان;33;0
فاس- مكناس;مولاي يعقوب;مولاي يعقوب;محلية;حزب الحركة الديمقراطية الاجتماعية;عبد الكريم العدجوري;24;0
فاس- مكناس;صفرو;صفرو;محلية;حزب الحركة الشعبية;لحسن سكوري;10064;1
فاس- مكناس;صفرو;صفرو;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;ادريس اشطيبي;8856;1
فاس- مكناس;صفرو;صفرو;محلية;حزب العدالة والتنمية;ادريس مسكين;7752;1
فاس- مكناس;صفرو;صفرو;محلية;حزب الأصالة والمعاصرة;محمد بوغلام;6566;0
فاس- مكناس;صفرو;صفرو;محلية;حزب الاستقلال;المصطفى بوزيان;4637;0
فاس- مكناس;صفرو;صفرو;محلية;حزب التقدم والاشتراكية;ادريس بوطاهر;4327;0
فاس- مكناس;صفرو;صفرو;محلية;حزب الاتحاد الدستوري;مصطفى لخصم;3307;0
فاس- مكناس;صفرو;صفرو;محلية;حزب التجمع الوطني للأحرار;محمد  صمصام;2739;0
فاس- مكناس;صفرو;صفرو;محلية;تحالف العهد و التجديد;محمد امشوي ;1916;0
فاس- مكناس;صفرو;صفرو;محلية;حزب جبهة القوى الديمقراطية;محمد  منير;1843;0
فاس- مكناس;صفرو;صفرو;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;عبد الواحد مسكني;1030;0
فاس- مكناس;صفرو;صفرو;محلية;حزب الإصلاح والتنمية;عبد العالي جمالي;826;0
فاس- مكناس;صفرو;صفرو;محلية;حزب الحركة الديمقراطية الاجتماعية;سعيد حنين;801;0
فاس- مكناس;صفرو;صفرو;محلية;حزب الوسط الاجتماعي;مروان بطاش;287;0
فاس- مكناس;صفرو;صفرو;محلية;حزب اليسار الأخضر المغربي;يوسف شيبوب;287;0
فاس- مكناس;صفرو;صفرو;محلية;الحزب الديمقراطي الوطني;الطاهر عشابة;172;0
فاس- مكناس;صفرو;صفرو;محلية;حزب الحرية والعدالة الاجتماعية;اسماعيل الناصري;72;0
فاس- مكناس;صفرو;صفرو;محلية;حزب البيئة والتنمية المستدامة;سعيد بفوناس;45;0
فاس- مكناس;بولمان;بولمان;محلية;حزب الحركة الشعبية;حسن العنصر;8678;1
فاس- مكناس;بولمان;بولمان;محلية;حزب الأصالة والمعاصرة;احمد شوكي;8568;1
فاس- مكناس;بولمان;بولمان;محلية;حزب العدالة والتنمية;محمد دريسي;7453;1
فاس- مكناس;بولمان;بولمان;محلية;حزب التقدم والاشتراكية;رشيد حموني;7449;0
فاس- مكناس;بولمان;بولمان;محلية;حزب الاستقلال;محمد الميري;4841;0
فاس- مكناس;بولمان;بولمان;محلية;حزب التجمع الوطني للأحرار;احمد الادريسي;3376;0
فاس- مكناس;بولمان;بولمان;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;محمد دحماني;2853;0
فاس- مكناس;بولمان;بولمان;محلية;حزب الاتحاد الدستوري;الحسين ميموني;661;0
فاس- مكناس;بولمان;بولمان;محلية;حزب جبهة القوى الديمقراطية;محمد بنسعاد;436;0
فاس- مكناس;بولمان;بولمان;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;محمد بلعميم;334;0
فاس- مكناس;بولمان;بولمان;محلية;حزب الشورى والاستقلال;احمد فاضل;307;0
فاس- مكناس;بولمان;بولمان;محلية;حزب الحركة الديمقراطية الاجتماعية;محمد قاسمي;214;0
فاس- مكناس;بولمان;بولمان;محلية;حزب البيئة والتنمية المستدامة;نور الدين لشعل;195;0
فاس- مكناس;بولمان;بولمان;محلية;حزب الإصلاح والتنمية;عبد الله خلاف;174;0
فاس- مكناس;بولمان;بولمان;محلية;حزب الديمقراطيين الجدد;يوسف بنعاشور;115;0
فاس- مكناس;بولمان;بولمان;محلية;تحالف العهد و التجديد;محمد بوعلي;81;0
كلميم -واد نون;كلميم;كلميم;محلية;حزب الاتحاد الاشتراكي للقوات الشعبية;محمد الحبيب نازومي;13951;1
كلميم -واد نون;كلميم;كلميم;محلية;حزب التجمع الوطني للأحرار;مباركة بوعيدة;12360;1
كلميم -واد نون;كلميم;كلميم;محلية;حزب العدالة والتنمية;عبدالله النجامي;11653;0
كلميم -واد نون;كلميم;كلميم;محلية;حزب الاستقلال;صلاح الدين فهدي;2635;0
كلميم -واد نون;كلميم;كلميم;محلية;تحالف أحزاب فيدرالية اليسار الديمقراطي;محمد عبد الله الكوا;1001;0
كلميم -واد نون;كلميم;كلميم;محلية;حزب الأصالة والمعاصرة;حمدي العمري;911;0
كلميم -واد نون;كلميم;كلميم;محلية;حزب الحركة الديمقراطية الاجتماعية;الحسن بنحمو;444;0
كلميم -واد نون;كلميم;كلميم;محلية;حزب التقدم والاشتراكية;عبد الباقي مناضل;427;0
كلميم -واد نون;كلميم;كلميم;محلية; حزب النهضة والفضيلة;عبد العاطي بدوح;333;0
كلميم -واد نون;كلميم;كلميم;محلية;حزب اليسار الأخضر المغربي;الحسن حسون;233;0
كلميم -واد نون;كلميم;كلميم;محلية;حزب الأمل;مبارك حيكون;224;0
كلميم -واد نون;كلميم;كلميم;محلية;حزب الديمقراطيين الجدد;الوافي خفياف;202;0
كلميم -واد نون;كلميم;كلميم;محلية;حزب الحركة الشعبية;فهد شكراد;175;0
